,P(IPO),P(H),P(L),P(1Day),C1,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,P(mid),C3p,C5p,C6p,LongSentences,RealWords,LongWords,PositiveWords,NegativeWords,UncertainWords
0,-0.6367411198851324,-0.9063021981094909,-0.8663967385487867,-0.1953725849620909,-0.18458965945765365,0.010374044416252967,0.6653860971014482,-0.08085281242441607,-0.07260990898320534,-0.28833335836913626,0.024877734961748395,-0.007278394473709262,0.033968612635529805,0.05476615438197219,0.02282776406109454,-0.16448713385722669,-0.036648099898686275,-0.08325563110212005,-0.889736077368268,0.9429722561667851,-0.12231477587859067,0.5429838422884887,0.14806178843344683,-0.003704266865667635,-0.03506456102831938,-0.12501838966102288,0.016516727921171728,-0.09701159189845047
1,-0.9685787998529816,-0.8305395049034113,-0.9527765018658276,-0.2595486475596934,0.7274149855432236,-0.02154908810783088,-0.6300214432933359,-0.19731011348358898,-0.40061957541718873,-0.30464602420721587,1.8541067091875283,1.6600473712771355,1.6945761559621748,1.7769959349899487,0.9334195294895342,0.06605063047182491,1.4390706814994418,1.3334486800894378,-0.889736077368268,-1.0604765871533002,1.185886243321395,-0.49003434106465726,0.19991170497709496,-0.019871694112850627,-0.038900081134482206,-0.4622993792969192,0.45730563640332644,-0.10291265214926146
2,-1.1344976398369062,-0.22443795925477236,-0.26173839532950094,-0.267188657850521,-0.39761264223158116,-0.019146951403047965,0.41014909528003823,-0.31309976814328194,-0.296616510450316,-0.3165603243616132,-1.5080275425047143,-1.377635303456851,-1.367977319581046,-1.3708116065997495,-0.7501164089188603,-0.19010244100489868,-1.0283311209982278,-1.2252927799198043,-0.24243374689912622,-1.0604765871533002,-0.20166274105319815,-0.49003434106465726,0.10481769244590534,-0.0029500981957688373,-0.024968277240287395,1.2766574046345245,-0.660442687900685,-0.044220225219535426
3,-0.38786285990924524,0.0786128135695464,0.08378065793866224,-0.18814929865151414,0.39456657495896175,-0.01706088531731631,0.3890241160850409,-0.332331688244828,-0.31661709986702224,-0.31582330439301487,-0.7843138984963841,-0.8268830362954622,-0.7908515328722594,-0.9670352465529036,-0.3604678395262257,0.2965883948008765,-0.7213816144674171,-0.5024844578832954,0.08121741833544466,-1.0604765871533002,-0.21278859427516877,-0.49003434106465726,-1.0594455380662542,0.009328326919814865,-0.025148126558832893,0.8789468371650355,-0.45871798433448974,0.16921621168827386
4,1.1883661199380382,0.8362397456303443,0.9475782911090701,0.42596838051778946,-0.4641823243484335,-0.010865901183928831,-1.2878043263282086,-0.17927726620753423,-0.16661267924172496,0.08464047596632955,0.6061280632204078,0.3806555514647933,0.3683663434786277,0.3431778401297198,0.08635742211424137,-0.03641059811886435,0.341135908139235,0.3215170292383248,0.8903453314218718,0.9429722561667851,-0.14443876960187543,-0.025176158555741464,-0.48704723920483917,-0.03620283440740887,-0.04272247473861475,-0.19944832474642496,0.21269685761715182,-0.05998614090561166
5,-0.05602517994139606,-0.1486752660486933,-0.1753586320124605,-0.16300673546855363,-0.3709847693848401,-0.010929115307739575,-1.9797332096826876,-0.0669769230039744,-0.20031739251850658,-0.19444292080151115,0.25281904016122286,0.9630158900148236,0.5252187444557735,0.27725516910166315,0.2875346726158734,-0.16448713385722669,-0.2845688551735713,0.5239033594085472,-0.1615209555904835,0.9429722561667851,0.17572214187115884,-0.49003434106465726,0.18054894351810238,-0.21825066982055985,-0.047116152273946915,-0.42337444780996175,-0.8772926022874366,-0.19418125963241517
6,-1.3004164798208309,-0.37596334566693246,-0.43449792196358267,-0.2669108396557841,-0.14464785018754223,-0.023129441203082305,-0.096994758167747,-0.29190016521111983,-0.2766159210336097,-0.31799327607756395,0.16734105071141933,0.5511921226779294,0.5291504009446466,0.6975121969055236,0.0397690062086001,0.34781900909622093,-0.16651135266172132,-0.14108029686504073,-0.40425932951641164,-1.0604765871533002,-0.18660726013505316,-0.49003434106465726,1.6483625322706574,-0.04100314943484296,-0.04844009944660437,-0.05635103062488092,-0.5551424874690825,-0.36002981764804765
7,-1.4663353198047555,-0.22443795925477236,-0.26173839532950094,-0.29705413696771865,-0.39095567401989584,-0.015986245212545113,1.0179160550269424,-0.28877295138683023,-0.1766129739500782,-1.366861107761962e-16,-0.7501227027164632,-0.2816438048413944,-0.2772530378521055,-0.15124219258070445,-1.4404720264297246,-0.3437942838909328,-0.0012308491451313605,-0.3290104605945335,-0.24243374689912622,-1.0604765871533002,-0.35350768876638694,-0.49003434106465726,2.3754535674909043,-0.024564246569338075,-0.10807697408978233,-0.11985569755630154,0.3612183441139193,-0.10379499587167619
8,0.19285308003449073,0.38166358639386544,0.4292997112068249,-0.13939216904478996,-0.3310429601147288,-0.014532320364913542,-1.1174653455943782,0.03490719067654167,-0.056609437449840386,-0.14179285929908803,0.8796576294597761,0.3775314978973112,0.42775504938949915,0.33493750625121266,0.5035355099965733,-0.26694836244791575,0.04599215185960908,1.2900801807672468,0.40486858357001554,-1.0604765871533002,0.03026428802260655,-0.49003434106465726,-1.0511979139186212,-0.0037244091904253137,-0.024778156142722073,-0.3251346455662421,-0.1749103257499584,0.4452298141029822
9,-0.802659959869057,0.5331889728060253,0.6020592378409066,-0.3602578391955958,-0.2911011508446173,-0.0018894956028996921,-0.9833977905080848,-0.15153274857980017,-0.056609437449840386,-0.0041421820976646,-0.4594975385871339,-0.6660861614985936,-0.6805582218949259,-0.7939882351042553,-0.46635060294813746,0.32220370194854847,-0.35540335668068157,0.03239370042372133,0.566694166187301,0.9429722561667851,-0.2517388895806662,-0.49003434106465726,-1.3631264255593398,-0.03764623137603182,-0.04043614970136319,0.7081830496334226,0.16785702969986138,0.4782851637795364
