,C1,C4,C7,C3p,C5p,C6p,T4p,T3p,T5p,S1p,S2p,S3p,C2
0,2.227032928324658,0.02907427348367355,1.9278934435158213,0,1.3517920760146354,1.4938015821857216,0.6404255319148936,0.9842017761670746,0.6152703977629685,0.16955590037626195,0.2095290761625896,0.22191531627441008,1.0
1,2.524739805985776,-0.013351642245815757,1.7204834510090128,1,2.4873064069549757,0.0,0.6447534766118836,0.9823609285490793,0.6097523583810324,0.1482474002813909,0.22310335023147002,0.22155612049160053,0.0
2,2.1169328630254585,0.02071500183158597,1.395264170011446,1,1.2146556193223295,0.0,0.6368159203980099,0.9842872278665417,0.6287173127804719,0.22632176971914272,0.18441137189573298,0.22507821841429881,1.0
3,2.436077203292199,0.020023137256796598,1.429302723949535,1,1.193830679748194,0.0,0.5396341463414634,0.985673254463743,0.6284900203844541,0.21316742559515517,0.19259345100189315,0.2370400552407705,1.0
4,2.075781631112427,-0.034894701316965815,2.929680776228073,0,1.3154073592376931,1.3076604860118306,0.5874125874125874,0.9804837625315037,0.6039929798657772,0.16531460251546923,0.21578191307010747,0.22414296198182024,1.0
5,2.1323311055688197,-0.05755607666070545,2.413391950428894,0,1.7447366879143171,0.0,0.6431372549019608,0.9582332537915953,0.5970144900622048,0.15102462667358887,0.1747193285503004,0.21584569904656628,1.0
6,2.244924096618746,0.004105524336536758,1.3139483593879966,1,1.2421626716548688,0.0,0.7656565656565657,0.9799285622358547,0.594829347891667,0.17328896935781904,0.18877084637804872,0.20461818313435057,1.0
7,2.1208350820550415,0.040619988496656566,2.1679831394634292,1,0.8843742775538389,0.0,0.8263473053892215,0.9818233833045794,0.21133065236778165,0.16984230839557934,0.2202852420687244,0.2215023123038735,0.0
8,2.1544346900318834,-0.029315926285396837,2.5571499436822456,1,1.572066416424378,0.0,0.5403225806451613,0.9841994934157801,0.6289571407046445,0.15761407234555863,0.2030452749171755,0.25091364427994267,1.0
9,2.175459374744417,-0.02492507736968316,2.8116137831863424,0,1.1173058638789977,0.0,0.5142857142857142,0.9803169857283833,0.6074706219010414,0.20698617410911632,0.21438472282495707,0.25247522960443275,1.0
10,2.1788665398604388,0.00912459122415893,2.1679831394634292,0,1.3092447275656536,0.0,0.5090361445783133,0.981780003641603,0.571682663288771,0.189168224104718,0.20509854539186556,0.21415852546081457,1.0
11,2.1508289121133606,0.015487112031121256,0.8270371084000274,1,0.9347928500092273,0.0,0.5454545454545454,0.9823037534779616,0.6365346278620555,0.1711156869667161,0.19205182778206692,0.22953901087500672,1.0
12,2.2390395117024138,0.019731083271667373,1.7266523903036377,0,1.4439241342229756,1.371886313716285,0.6844660194174758,0.9762769047808345,0.5968047399344247,0.1541597643102715,0.19575855831699818,0.2407656918450286,1.0
13,2.278704478832458,-0.006315604699400098,0.6479457117543418,1,1.3526438031057588,1.4340039907210342,0.5552884615384616,0.98818449081338,0.64002716829167,0.19720274319244754,0.22355202836070998,0.2355289563847345,1.0
14,2.805885665205257,0.023274685510332932,2.34643028120969,0,1.2914944511057898,0.0,0.6089743589743589,0.9796543333848108,0.6044775600177795,0.17390594576054597,0.2395074684964897,0.20977250014468418,1.0
15,2.480614741080058,-0.08545458841445729,2.8267600229477523,0,2.1973990843312103,0.0,0.7047781569965871,0.9770410543280014,0.5740194246326077,0.17546088048045533,0.17180437604053922,0.20443198481369218,1.0
16,2.23606797749979,0.00025485632575635107,2.8804721861142606,0,0.72373527846674,0.0,0.5204460966542751,0.9790839946345729,0.6110301300568136,0.17732895700354545,0.17225961519341076,0.23426362370757572,1.0
17,2.0626005103061056,-0.006315604699400098,2.6714297991279827,0,0.8367101940503451,0.0,0.6317135549872123,0.9726912922984826,0.613383882711935,0.18526915268071478,0.22789102194587796,0.22732271279887362,1.0
18,2.124701728590157,0.036830796877746964,2.354270474210384,0,2.0327280262579412,0.0,0.6117424242424242,0.9861500034109749,0.5815792695096269,0.15867744256119737,0.17703984747539397,0.20532692014207327,1.0
19,2.432176329894837,-0.01269239188194706,2.2578893046628927,0,1.3374156755325537,1.5234153789450824,0.521484375,0.9774397626369898,0.5765154591564757,0.16448915330459893,0.18829307653331284,0.1982211301889063,1.0
20,2.3627886430356875,0.045262646375410436,2.1679831394634292,1,1.5561677356108232,0.0,0.6257928118393234,0.9836333450712579,0.6178861264831831,0.16847848938857346,0.2143924320139992,0.2362582289366315,1.0
21,2.067041044995942,0.05404000937680397,3.457239755183782,0,1.4887341450020337,1.371886313716285,0.5972927241962775,0.9765850025536101,0.6010612590473363,0.15849947733637282,0.17212495349275672,0.18318803603666237,1.0
22,2.020310644905221,0.002545640136170962,2.003143869182878,1,1.0898200835949818,0.0,0.5340501792114696,0.98195227822116,0.6004938664095988,0.16404622666476953,0.24191412611127575,0.24533385935923235,1.0
23,2.1208350820550415,0.03582773310561604,0.748603944773922,1,1.349803183393134,0.0,0.6048387096774194,0.9852847621094197,0.6235478139871071,0.20706424433440693,0.18140558328721013,0.24829184021404885,1.0
24,2.1580105439510335,-0.0017460164572123164,1.253541224519401,1,1.0987048081975697,0.0,0.6996197718631179,0.980938197789176,0.6166688796208742,0.1942065473183374,0.18099798616428392,0.22112847302450916,1.0
25,2.0581116549533687,-0.003957877372461608,1.1430120542550979,1,1.4152519676751056,0.0,0.6023166023166023,0.9822675776167262,0.621903126271374,0.16628264072830148,0.22142112578760392,0.2477013649618065,1.0
26,2.805885665205257,-0.03711550033032608,2.1351159557647583,0,1.462848760946672,0.0,0.6753507014028056,0.987891112076978,0.6211061189082527,0.18874338520126013,0.1866460628806853,0.2596813286985793,1.0
27,1.8493111942973237,0.025763708515827013,2.6487280735076935,1,0.8735899874969949,1.318887442312457,0.6337760910815939,0.0,0.6146302485565659,0.14526610650992156,0.22933546005140235,0.2232632160460846,1.0
28,2.198769684871892,0.035642375510738435,2.745751147165169,0,1.5359534291870218,0.0,0.6801872074882995,0.9812141022108333,0.6040599784257874,0.18910572825764968,0.207021743937866,0.21511661451708528,1.0
29,2.0535733068261157,-0.015947285678912314,1.628368277620443,1,0.796539272642633,0.0,0.6972704714640199,0.984819907133763,0.6104322586235318,0.20418754584354987,0.20352459459957226,0.2374589333260901,1.0
30,1.8644105355008187,-0.03711550033032608,2.5215715211695984,0,1.3769574071126771,0.0,0.6539792387543253,0.9817143200018115,0.6113399608046814,0.16842742886212775,0.17248747453337376,0.2152187216870152,1.0
31,2.0927300685678243,-0.03446512812118845,1.9732850797114456,1,1.8440899120035958,1.4238682049934024,0.6810176125244618,0.973813819590464,0.6021513527544362,0.16338425739179707,0.18253065986225697,0.18905506655240406,1.0
32,2.08855707881179,0.02071500183158597,1.8370427557884421,0,1.7436101253304723,0.0,0.5319148936170213,0.9789322374317866,0.6141819487861283,0.1872907407716358,0.1872907407716358,0.23597154674858792,0.0
33,2.727823099238092,0.08509670457922383,2.02290198568966,1,1.2481775401314017,1.94587195776363,0.5671641791044776,0.9865984697899323,0.6184055517742142,0.17025277743973036,0.22334435652928036,0.24388221852767314,1.0
34,1.7528025632357591,0.016442651117707995,2.3872158213659085,1,1.4685224408053703,0.0,0.7061855670103093,0.9842875653603622,0.6176808833166352,0.16623715860329513,0.21190998847774972,0.23588777051116566,1.0
35,2.1323311055688197,-0.01238272736361786,1.849657777720793,0,1.291178786378772,1.417380940267163,0.5825,0.982458494242327,0.6143682894500793,0.16675980104057378,0.1895287562224868,0.21304308428860588,1.0
